Date,Price,Open,High,Low,Vol.,Change %
10/13/2021,118379,121605,121605,118296,1.37M,-1.65%
10/14/2021,117551,118379,119123,117138,1.71M,-0.70%
10/15/2021,116641,117634,118627,116641,1.07M,-0.77%
10/18/2021,118296,116724,119206,116641,760.80K,1.42%
10/19/2021,116641,118875,118875,116559,918.00K,-1.40%
10/20/2021,118379,117138,118627,115814,1.18M,1.49%
10/21/2021,115980,118296,118379,115980,1.30M,-2.03%
10/22/2021,115897,116311,117055,115897,559.32K,-0.07%
10/25/2021,116145,118296,118296,116145,690.00K,0.21%
10/26/2021,115483,117055,117055,114822,1.02M,-0.57%
10/27/2021,121440,115814,122349,115649,2.42M,5.16%
10/28/2021,125493,121440,126155,119123,2.11M,3.34%
10/29/2021,124831,124087,125741,122019,1.86M,-0.53%
11/1/2021,120364,124087,124169,120033,2.00M,-3.58%
11/2/2021,120364,120364,123011,120281,1.23M,0.00%
11/3/2021,120364,120364,122432,119123,1.62M,0.00%
11/4/2021,122349,120612,123673,119950,1.38M,1.65%
11/5/2021,122267,122432,124004,121770,1.48M,-0.07%
11/8/2021,125741,124087,126238,123094,2.25M,2.84%
11/9/2021,122267,126486,126486,122184,1.77M,-2.76%
11/10/2021,122184,122432,123921,121522,1.58M,-0.07%
11/11/2021,121522,123094,124914,120778,2.09M,-0.54%
11/12/2021,123756,121522,124169,121440,1.75M,1.84%
11/15/2021,127396,124087,127396,122598,2.19M,2.94%
11/16/2021,125741,127230,128306,124087,2.04M,-1.30%
11/17/2021,124500,124914,125741,124169,434.64K,-0.99%
11/18/2021,122432,124500,125741,122432,1.27M,-1.66%
11/19/2021,121936,123259,124004,121936,1.56M,-0.41%
11/22/2021,124004,122019,124004,121605,761.52K,1.70%
11/23/2021,129464,122929,129712,122929,2.24M,4.40%
11/24/2021,129877,128637,132111,127478,1.56M,0.32%
11/25/2021,130291,129877,131532,128306,1.26M,0.32%
11/26/2021,130291,129050,130291,128388,1.36M,0.00%
11/29/2021,126155,128223,129050,125824,1.77M,-3.17%
11/30/2021,123425,126320,127313,123425,1.79M,-2.16%
12/1/2021,124004,123259,125741,123259,1.51M,0.47%
12/2/2021,125741,124087,126899,124087,1.21M,1.40%
12/3/2021,124914,125741,128637,124914,1.38M,-0.66%
12/6/2021,124914,124914,126568,119950,1.32M,0.00%
12/7/2021,125658,124500,126155,124500,683.64K,0.60%
12/8/2021,124997,125079,125741,124997,778.08K,-0.53%
12/9/2021,127396,124087,127396,124087,941.28K,1.92%
12/10/2021,127148,126568,127396,124252,1.20M,-0.19%
12/13/2021,129050,127478,130208,127230,1.75M,1.50%
12/14/2021,129877,128967,130291,128802,1.13M,0.64%
12/15/2021,133186,129050,133186,129050,1.47M,2.55%
12/16/2021,132359,133186,133931,125907,1.15M,-0.62%
12/17/2021,130291,132111,133683,130043,3.58M,-1.56%
12/20/2021,134014,134014,134758,130291,6.04M,2.86%
12/21/2021,137819,134014,137902,132359,9.03M,2.84%
12/22/2021,140632,138977,141459,137488,10.42M,2.04%
12/23/2021,141459,140549,144768,137819,11.84M,0.59%
12/24/2021,141459,141459,144768,139060,9.27M,0.00%
12/27/2021,139804,141376,144768,139060,8.54M,-1.17%
12/28/2021,141872,140218,144602,138315,9.23M,1.48%
12/29/2021,142286,141872,144023,140218,7.46M,0.29%
12/30/2021,141872,142286,142948,139804,6.11M,-0.29%
12/31/2021,141459,140466,141955,139556,7.85M,-0.29%
